img1,img2,distance
..\image_labeling\data\labeled\irrelevant\frames_8223e3dd6458_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_8223e3dd6458_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_82b62d3c9548_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_82b62d3c9548_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_86734ed1383d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_86734ed1383d_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_86734ed1383d_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_86734ed1383d_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_87c99bd3e991_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_87c99bd3e991_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_87d02aa8d1ba_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_87d02aa8d1ba_img2.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_87d02aa8d1ba_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_87d02aa8d1ba_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_87d02aa8d1ba_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_87d02aa8d1ba_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_88b1ad14909f_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_88b1ad14909f_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_89c1dcb96a60_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_89c1dcb96a60_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_89c1dcb96a60_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_89c1dcb96a60_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_8bcfe5d1a568_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_8bcfe5d1a568_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_8bcfe5d1a568_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_8bcfe5d1a568_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_8bcfe5d1a568_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_8bcfe5d1a568_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_8d0e67cfede5_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_8d0e67cfede5_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_8ddfbfa95aa6_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_8ddfbfa95aa6_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_8ec535eada4b_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_8ec535eada4b_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_8ec535eada4b_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_8ec535eada4b_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_8ec535eada4b_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_8ec535eada4b_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_904bb4f22128_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_904bb4f22128_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_904bb4f22128_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_904bb4f22128_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_904bb4f22128_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_904bb4f22128_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_91d287190d4d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_91d287190d4d_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_91d287190d4d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_91d287190d4d_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_91d287190d4d_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_91d287190d4d_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_9358856cde13_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_9358856cde13_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_9358856cde13_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_9358856cde13_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_9358856cde13_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_9358856cde13_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_945c60f25b2c_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_945c60f25b2c_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_9595ba6b8c25_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_9595ba6b8c25_img2.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_9595ba6b8c25_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_9595ba6b8c25_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_9595ba6b8c25_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_9595ba6b8c25_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_96f136a60edf_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_96f136a60edf_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_971fcd056504_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_c9245871bac7_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_98d9b7eadfc3_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_98d9b7eadfc3_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_98d9b7eadfc3_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_98d9b7eadfc3_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_98d9b7eadfc3_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_98d9b7eadfc3_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_9a0beb49688c_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_9a0beb49688c_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_9a3887445dee_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_9a3887445dee_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_9a3887445dee_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_9c4a8b5291c0_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_9adf54670b32_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_9adf54670b32_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_9afd5926530a_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_9afd5926530a_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_9c4a8b5291c0_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_9c4a8b5291c0_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_9c5b2391483c_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_9c5b2391483c_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_9c5b2391483c_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_9c5b2391483c_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_9c5b2391483c_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_9c5b2391483c_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_f133b86ddbb3_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9ca1c2c705b6_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f133b86ddbb3_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_f133b86ddbb3_img1.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_f133b86ddbb3_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_f133b86ddbb3_img1.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_f133b86ddbb3_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img3.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9ca1c2c705b6_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_9ca1c2c705b6_img3.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f133b86ddbb3_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_9d230f35cae4_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_9d230f35cae4_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_9e20e77a0a26_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_9e20e77a0a26_img2.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_a03ce854beda_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a03ce854beda_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_a0820cfdc136_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a0820cfdc136_img2.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_a2081f4b78d8_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a2081f4b78d8_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_a2081f4b78d8_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a2081f4b78d8_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_a2081f4b78d8_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_a2081f4b78d8_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_a2f0f2d0d895_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a2f0f2d0d895_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_a2f0f2d0d895_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a2f0f2d0d895_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_a3c65523d01c_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a3c65523d01c_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_a3c65523d01c_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a3c65523d01c_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_a3c65523d01c_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_a3c65523d01c_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_a4b41ccb4597_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a4b41ccb4597_img2.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_a4b41ccb4597_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a4b41ccb4597_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_a4b41ccb4597_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_a4b41ccb4597_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_a76d46fe8543_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a76d46fe8543_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_a76d46fe8543_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a76d46fe8543_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_a76d46fe8543_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_a76d46fe8543_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_a7dd5992df05_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a7dd5992df05_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_a7dd5992df05_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_fe8d23cd19fe_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_a7dd5992df05_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_fe8d23cd19fe_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_a7dd5992df05_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_a7dd5992df05_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_a7dd5992df05_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_fe8d23cd19fe_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_a7dd5992df05_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_fe8d23cd19fe_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_a7dd5992df05_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_fe8d23cd19fe_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_a824fe736340_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_f4b330a8133f_img1.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_a824fe736340_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_f4b330a8133f_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_a824fe736340_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_a824fe736340_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_a8311b0749cd_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a8311b0749cd_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_a8311b0749cd_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a8311b0749cd_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_a8311b0749cd_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_a8311b0749cd_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_a937658f61bd_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a937658f61bd_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_a97e87582dbb_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a97e87582dbb_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_a97e87582dbb_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_a97e87582dbb_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_a97e87582dbb_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_a97e87582dbb_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_aa424a0c03dd_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_aa424a0c03dd_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_aac17cf6fb8d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_aac17cf6fb8d_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_aac17cf6fb8d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_aac17cf6fb8d_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_aac17cf6fb8d_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_aac17cf6fb8d_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_ac501a5949e6_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ac501a5949e6_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_ad7ae1b9e8a6_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ad7ae1b9e8a6_img2.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_ad7ae1b9e8a6_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ad7ae1b9e8a6_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_ad7ae1b9e8a6_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_ad7ae1b9e8a6_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_ae4c13c211fc_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ae4c13c211fc_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_ae4c13c211fc_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ae4c13c211fc_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_ae4c13c211fc_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_ae4c13c211fc_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_ae6051f16d3a_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ae6051f16d3a_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ae63aa982cb5_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ae63aa982cb5_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_afbef2dfaf9d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_afbef2dfaf9d_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_afbef2dfaf9d_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_afbef2dfaf9d_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_afee714ad9bd_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_afee714ad9bd_img2.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_afee714ad9bd_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_afee714ad9bd_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_afee714ad9bd_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_afee714ad9bd_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_b01152ef526d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b01152ef526d_img2.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_b01152ef526d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b01152ef526d_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_b01152ef526d_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_b01152ef526d_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_b09d31690972_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b09d31690972_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_b09d31690972_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b09d31690972_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_b09d31690972_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_b09d31690972_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_b119ba8785b4_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b119ba8785b4_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_b16870827ff3_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b16870827ff3_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_b16870827ff3_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_b16870827ff3_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_b24bb09cd718_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b24bb09cd718_img2.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_b24bb09cd718_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b24bb09cd718_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_b24bb09cd718_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_b24bb09cd718_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_b255019e42c9_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b255019e42c9_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_b255019e42c9_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b255019e42c9_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_b255019e42c9_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_b255019e42c9_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_b4acda626568_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b4acda626568_img2.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_b4acda626568_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b4acda626568_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_b4acda626568_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_b4acda626568_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_b4f829d2a201_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b4f829d2a201_img2.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_b654a2a1a1a8_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b654a2a1a1a8_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_b654a2a1a1a8_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b654a2a1a1a8_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_b654a2a1a1a8_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_b654a2a1a1a8_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_b7dc80b54e33_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_b7dc80b54e33_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_b9f9c7c55a79_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_b9f9c7c55a79_img2.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_ba101b483b13_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ba101b483b13_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_ba101b483b13_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_ba101b483b13_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_bd2518755f3a_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_bd2518755f3a_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_bd2518755f3a_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_bd2518755f3a_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_bd2518755f3a_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_bd2518755f3a_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_be7b85850d66_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_be7b85850d66_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_bf2769bcb8c0_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_bf2769bcb8c0_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img2.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img1.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img2.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img1.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img1.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_c05a32c7490a_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_c098bc439774_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ee5ac0f491c5_img1.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_c098bc439774_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ee5ac0f491c5_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_c098bc439774_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_c098bc439774_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_c17d60b4cbba_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_c17d60b4cbba_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_c17d60b4cbba_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_c17d60b4cbba_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_c17d60b4cbba_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_c17d60b4cbba_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_c1ac7b23a11f_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_c1ac7b23a11f_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_c29bb71e42be_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_c29bb71e42be_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_c29bb71e42be_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_c29bb71e42be_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_c29bb71e42be_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_c29bb71e42be_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_c56a03fc4e6e_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_c56a03fc4e6e_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_c56a03fc4e6e_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_c56a03fc4e6e_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_c72c11ffc71e_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_c72c11ffc71e_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_c7dbe9c64fe7_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_c7dbe9c64fe7_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_c7dbe9c64fe7_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_c7dbe9c64fe7_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_c7dbe9c64fe7_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_c7dbe9c64fe7_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_c8350785a7ca_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_c8350785a7ca_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_c8350785a7ca_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_c8350785a7ca_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_c8350785a7ca_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c8350785a7ca_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_c8350785a7ca_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_c8350785a7ca_img3.jpg,0
