img1,img2,distance
..\image_labeling\data\labeled\irrelevant\frames_c8350785a7ca_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c8350785a7ca_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_c8350785a7ca_img3.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c8350785a7ca_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_c9478c40c9a3_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_c9478c40c9a3_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_c970213cd18d_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_c970213cd18d_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_ca93ccb2f7fd_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ca93ccb2f7fd_img2.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_cc1bd068a81b_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_cc1bd068a81b_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_cc4ea7e733af_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_cc4ea7e733af_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_cc4ea7e733af_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_cc4ea7e733af_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_cc4ea7e733af_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_cc4ea7e733af_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_ccd5dbc96a2e_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ccd5dbc96a2e_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ccd5dbc96a2e_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ccd5dbc96a2e_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_ccd5dbc96a2e_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_ccd5dbc96a2e_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_cd80830f88c0_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_cd80830f88c0_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_cd80830f88c0_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_feca96b7aafa_img1.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_cd80830f88c0_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_feca96b7aafa_img1.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_cd80830f88c0_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_feca96b7aafa_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_cefc53b3e4f0_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_cefc53b3e4f0_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_cff1767ae991_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_cff1767ae991_img2.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_cff1767ae991_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_cff1767ae991_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_d111fe24c431_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_d111fe24c431_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_d111fe24c431_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_d111fe24c431_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_d23e71091d78_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_d23e71091d78_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_d327b54be708_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_d327b54be708_img3.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_d3c694e6d26d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_d3c694e6d26d_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_d3c694e6d26d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_d3c694e6d26d_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_d3c694e6d26d_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_d3c694e6d26d_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_d52aa48d4188_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_d52aa48d4188_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_d5efc3140d7a_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_d5efc3140d7a_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_d5f2e70618b1_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_d5f2e70618b1_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_d5f2e70618b1_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_d5f2e70618b1_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_d5f2e70618b1_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_d5f2e70618b1_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_d632d8c75756_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_d632d8c75756_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_d632d8c75756_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_d632d8c75756_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_d632d8c75756_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_d632d8c75756_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_d68358bdbcc9_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_fa8e1d1a2277_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_d6916f8ee521_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_d6916f8ee521_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_d6916f8ee521_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_d6916f8ee521_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_d6916f8ee521_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_d6916f8ee521_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_d75bdd4e88a9_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0b54b6b11b7_img1.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_d7e35312dd4c_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_d7e35312dd4c_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_d7e35312dd4c_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_d7e35312dd4c_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_d7e35312dd4c_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_d7e35312dd4c_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_dad6b13412e4_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_dad6b13412e4_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_dad6b13412e4_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_dad6b13412e4_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_dad6b13412e4_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_dad6b13412e4_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_dc06a0997f95_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_dc06a0997f95_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_dc06a0997f95_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_dc06a0997f95_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_dc06a0997f95_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_dc06a0997f95_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ddeabd90bd9e_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ddeabd90bd9e_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_de031797d8dd_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_de031797d8dd_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_de031797d8dd_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e1072b158baa_img1.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_de031797d8dd_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e1072b158baa_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_de031797d8dd_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e1072b158baa_img1.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_de031797d8dd_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e1072b158baa_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img1.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img1.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img1.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img2.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_dff767c53a0d_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_e06b047752a8_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e06b047752a8_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_e0d7cbacc599_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0d7cbacc599_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_e0d7cbacc599_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_eee869eb1595_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_e0d7cbacc599_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_eee869eb1595_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img2.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e0e913304a42_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_e1072b158baa_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e1072b158baa_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_e250165ff58e_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e250165ff58e_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_e250165ff58e_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e250165ff58e_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_e250165ff58e_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e250165ff58e_img3.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_e2ee59af0af9_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e2ee59af0af9_img2.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_e2ee59af0af9_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e2ee59af0af9_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_e2ee59af0af9_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e2ee59af0af9_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_e3443d2ecd0a_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e3443d2ecd0a_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_e3443d2ecd0a_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e3443d2ecd0a_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_e3443d2ecd0a_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e3443d2ecd0a_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_e3bf5a38dd68_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e3bf5a38dd68_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_e4aa39059f66_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e4aa39059f66_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_e4aa39059f66_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e4aa39059f66_img3.jpg,6
..\image_labeling\data\labeled\irrelevant\frames_e4aa39059f66_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e4aa39059f66_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_e4b689dc23c1_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e4b689dc23c1_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_e4b689dc23c1_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e4b689dc23c1_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_e4b689dc23c1_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e4b689dc23c1_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_e5213d79fcd1_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e5213d79fcd1_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_e5213d79fcd1_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e5213d79fcd1_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_e5213d79fcd1_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e5213d79fcd1_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_e7a30741fdd1_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e7a30741fdd1_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_e8bc7fc15eab_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_ec7cba07bc3d_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ec7cba07bc3d_img2.jpg,10
..\image_labeling\data\labeled\irrelevant\frames_ec7cba07bc3d_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_ec7cba07bc3d_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_f33ce530c835_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_f33ce530c835_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_f33ce530c835_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_f33ce530c835_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_f33ce530c835_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_f33ce530c835_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_f33ce530c835_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_f33ce530c835_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ed846e23e18e_img3.jpg,..\image_labeling\data\labeled\irrelevant\frames_f33ce530c835_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ee4a2fca11be_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ee4a2fca11be_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_ee4a2fca11be_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ee4a2fca11be_img3.jpg,4
..\image_labeling\data\labeled\irrelevant\frames_ee4a2fca11be_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_ee4a2fca11be_img3.jpg,2
..\image_labeling\data\labeled\irrelevant\frames_ee5ac0f491c5_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ee5ac0f491c5_img2.jpg,8
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_00022f250a49_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_01ace9a3b617_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_12067c07c0f8_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_15fc4e2bb1f1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_16a98a186702_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_1fe59b7201d1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8e8ce353e705_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9deea004dca2_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a0653efeb054_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c1081bb8a810_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ed34b8f73263_img2.jpg,1
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_efb24e6ebf70_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f4121baab593_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fd8facbdb5da_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\frames_ef1104605f6b_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_00022f250a49_img1.jpg,0
